label,sample,spectral_band_width,spectral_centroid,spectral_rolloff,sr,zero_crossings,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
Supernatural,"[ 3.54827847e-08  1.01610844e-08 -9.55759205e-09 ... -1.15220673e-01
 -1.19658329e-01 -1.19026735e-01]",1472.704498816186,1061.16299053012,2069.2541541698915,22050.0,60689.0,0.4071410000324249,0.46533188223838806,0.37716761231422424,0.45020362734794617,0.4774465560913086,0.45713531970977783,0.5215141177177429,0.4505702257156372,0.5582839250564575,0.4201134741306305,0.3579975664615631,0.32156792283058167,-183.96336364746094,165.23876953125,8.946928977966309,23.9752197265625,1.804822564125061,9.605006217956543,1.389334797859192,7.622535228729248,-4.263154029846191,5.107136249542236,5.959532737731934,0.46896040439605713,-0.010982170701026917,2.131289005279541,0.019790317863225937,-2.533675193786621,-4.5131425857543945,-0.9104806184768677,-5.093410491943359,-3.9613089561462402
Supernatural,[0.37195706 0.35271674 0.32848328 ... 0.02489748 0.03969052 0.05838244],1630.1173278129365,1020.5839289216099,2138.2995699950416,22050.0,44040.0,0.38567766547203064,0.4944441616535187,0.3483485281467438,0.4141359031200409,0.42244604229927063,0.37042534351348877,0.48129668831825256,0.45861127972602844,0.6066592931747437,0.502447247505188,0.412748247385025,0.34776920080184937,-128.2262420654297,165.50111389160156,18.440786361694336,24.144954681396484,4.359159469604492,13.653971672058105,0.5871388912200928,12.548444747924805,-5.138029098510742,11.582468032836914,4.220440864562988,2.941931962966919,2.5700502395629883,3.50130033493042,2.3578076362609863,1.2286896705627441,-2.2025842666625977,0.8964683413505554,-3.9497690200805664,0.5011274814605713
Supernatural,"[ 0.07049247  0.05516752  0.03443424 ...  0.06519835  0.03175837
 -0.01737266]",1755.6999257031566,1265.5524009379185,2534.5930069961782,22050.0,63195.0,0.35220423340797424,0.47332867980003357,0.36241722106933594,0.4964279234409332,0.41407713294029236,0.35910552740097046,0.4462243914604187,0.4011024534702301,0.5306270718574524,0.43932509422302246,0.4531044363975525,0.3685719966888428,-61.77645492553711,158.74542236328125,2.15380597114563,17.644397735595703,-2.1062891483306885,13.715078353881836,-2.8648533821105957,13.221667289733887,-2.917418956756592,7.389917373657227,2.9901576042175293,5.454483509063721,-0.3161589503288269,4.81292200088501,2.9877192974090576,2.8038551807403564,-1.154245376586914,1.8792834281921387,-3.239938497543335,1.2620936632156372
Supernatural,"[-0.08222994 -0.16302747 -0.25551704 ...  0.3105155   0.30472073
  0.28025913]",1893.681565724355,1488.2241234670264,3040.398281794214,22050.0,76311.0,0.33303549885749817,0.4222484827041626,0.3625744581222534,0.5611085891723633,0.44012904167175293,0.315125435590744,0.44249048829078674,0.40734022855758667,0.5835990905761719,0.4803203046321869,0.3946770429611206,0.3319369852542877,-29.91999053955078,141.1646728515625,-8.880419731140137,26.006752014160156,-0.036770373582839966,13.94989013671875,-1.5659819841384888,12.932154655456543,-4.002933025360107,7.23061466217041,4.2648773193359375,7.384629726409912,-1.272355079650879,4.40804386138916,1.7992026805877686,3.3739428520202637,-2.5344672203063965,2.8010313510894775,-2.5981218814849854,-0.08067043125629425
Supernatural,"[ 0.3769671   0.35954046  0.35931128 ... -0.00071758 -0.00107758
  0.        ]",1782.552755512272,1375.4900953850909,2753.5625162508463,22050.0,73052.0,0.296795129776001,0.378757119178772,0.2935384213924408,0.4767356812953949,0.3820572793483734,0.2627736032009125,0.41599512100219727,0.3976140022277832,0.6287166476249695,0.4657343327999115,0.3268335461616516,0.3070778250694275,-65.9305191040039,147.2003631591797,-5.755821228027344,23.222543716430664,0.3587462604045868,12.033061981201172,-2.0096967220306396,9.699599266052246,-4.794816970825195,6.527750492095947,3.9025614261627197,6.1474504470825195,-1.0766754150390625,3.202205181121826,1.3157849311828613,2.1000397205352783,-3.0009078979492188,2.2142693996429443,-2.074204683303833,-0.44159284234046936
Supernatural,"[-1.2000839e-07  1.0245466e-08 -2.0272257e-07 ... -2.3621933e-03
  4.5948205e-04  3.4141287e-03]",1955.9105398549282,2159.8173309523972,3737.0690691212753,22050.0,144923.0,0.9827668070793152,0.3080868422985077,0.09197571873664856,0.10837872326374054,0.1632833033800125,0.1498289257287979,0.1340983510017395,0.14380010962486267,0.10419934242963791,0.10354816168546677,0.10377687960863113,0.27360808849334717,-183.2158660888672,75.96025085449219,-55.739830017089844,24.190444946289062,-2.576228618621826,-8.603270530700684,-7.26875114440918,13.284994125366211,-2.8087334632873535,-1.1882188320159912,-10.338176727294922,6.667490482330322,2.469381332397461,4.683613300323486,3.0358974933624268,5.4520673751831055,-7.28585147857666,-3.2596137523651123,-6.945581436157227,-2.2395029067993164
Supernatural,"[ 4.6117742e-02  9.4361134e-02  1.1181352e-01 ... -8.0422619e-10
 -3.4061692e-08  0.0000000e+00]",1969.6216554003558,2271.687173478097,3887.772324505974,22050.0,160656.0,0.9427868127822876,0.35104861855506897,0.12726567685604095,0.1480957567691803,0.21119128167629242,0.17568376660346985,0.16617333889007568,0.1982717365026474,0.14734572172164917,0.1480269879102707,0.14738860726356506,0.2857227921485901,-194.2104034423828,69.88372039794922,-59.03776931762695,22.564743041992188,-3.441959857940674,-9.561299324035645,-7.192612648010254,13.414830207824707,-1.2295594215393066,-0.08332158625125885,-9.090948104858398,6.704458236694336,1.5163549184799194,3.0978879928588867,2.3421225547790527,5.616077423095703,-6.330567359924316,-2.4500644207000732,-6.2591118812561035,-2.7357542514801025
Supernatural,"[-2.3931671e-07  1.3892093e-06 -2.3721007e-06 ...  2.1667639e-02
  2.3211528e-02  2.4305508e-02]",804.2227701913813,624.1596617454531,979.1149127594089,22050.0,45643.0,0.23805461823940277,0.2979598343372345,0.1169324442744255,0.1469510942697525,0.20325033366680145,0.5109317898750305,0.2671937048435211,0.1790246069431305,0.4497409462928772,0.12722234427928925,0.0143887959420681,0.05734993517398834,-407.4709777832031,156.85708618164062,26.281095504760742,24.293256759643555,0.764958918094635,-10.226726531982422,-7.654548645019531,-12.457600593566895,-23.999530792236328,-17.9566650390625,-7.188929080963135,-15.479507446289062,-28.82745933532715,-23.209552764892578,-10.022819519042969,-0.6451754570007324,-1.6316626071929932,-11.459383964538574,-10.654996871948242,-9.001806259155273
Supernatural,"[-0.01866084 -0.01887903 -0.0184791  ...  0.002732    0.00353568
  0.0039197 ]",970.6055692324289,790.8655501623716,1330.2086230771092,22050.0,65363.0,0.33751973509788513,0.3281676173210144,0.17849837243556976,0.2358560413122177,0.2679397165775299,0.4874926209449768,0.2609613239765167,0.31352272629737854,0.38103851675987244,0.09328371286392212,0.056884706020355225,0.09970768541097641,-320.7469787597656,175.15737915039062,-4.868439197540283,21.25403594970703,13.678605079650879,8.100397109985352,-4.837441444396973,-11.400053977966309,-12.495360374450684,-8.805482864379883,-4.484777927398682,-10.69768238067627,-10.091862678527832,-3.5748724937438965,-4.92877197265625,-3.6806061267852783,-1.5775169134140015,-6.039031028747559,-5.360943794250488,1.0590332746505737
Supernatural,"[-6.3158982e-02 -6.8890549e-02 -8.0295213e-02 ...  1.9269768e-05
  2.1368851e-05  2.2834791e-05]",1110.032958391016,885.7305003744187,1454.4995381736164,22050.0,77701.0,0.32235684990882874,0.23173707723617554,0.1796867996454239,0.24331358075141907,0.42853015661239624,0.662649929523468,0.26902392506599426,0.24995313584804535,0.16773401200771332,0.06613600254058838,0.09300987422466278,0.12517111003398895,-401.45709228515625,151.22915649414062,16.44676971435547,7.449156761169434,14.533517837524414,18.307613372802734,6.116817474365234,-5.172978401184082,-8.22715950012207,-4.844059467315674,3.6629536151885986,5.716290473937988,-0.6736004948616028,-5.975153923034668,-3.573204278945923,5.434051513671875,7.736671447753906,-4.572052478790283,-10.109576225280762,3.4643070697784424
